Customer ID,Age,Gender,Annual Income,Spending Score
3f116bae-d95f-4018-9585-f575dc693e71,34,Female,135368,27
d7896112-ac06-4c31-90ff-479f168d9ac3,40,Male,44192,70
6d4c5a7b-cc6d-4fc2-af14-2cc50e842f20,41,Male,32923,95
6c2dbd85-8fab-489b-b91e-6f148f53bbd7,57,Male,100359,18
cf345cd7-8b4a-45c3-b391-1ff46ec6e2d5,35,Female,28555,18
7af6d0a2-e4c2-4302-8158-796dfdfa44eb,85,Female,142048,11
d9d6674e-8eba-4144-b010-5dc49f7b5da1,63,Female,111526,91
461ab175-47b2-4231-a028-1d69a212bdea,35,Male,33041,15
54078f11-3d3b-4968-9454-50e676d473c4,77,Male,157332,57
f78d1f58-e72e-42c4-ab4b-056bb0830791,25,Male,71927,39
790ce395-417a-4943-a8ae-ce90da71ab39,28,Male,194371,19
7f8da330-ce44-4a67-82e8-a39fd77d57ca,31,Male,85563,28
48ad970f-c5ad-4018-bf63-4901259b7b5b,85,Female,130091,37
43137482-a07e-467c-9bad-d892e85677b2,90,Male,42161,94
4e6f9bfb-77c5-4a14-95c0-497f123477a8,28,Male,159617,71
df390aac-71a8-45bb-b664-62f451a4e17e,70,Male,46295,54
2e3dc035-dc1a-4f71-915d-632f29333996,46,Male,74147,48
08d38acb-157f-450d-962a-0bf7fa70819a,71,Male,190491,75
5a6238a5-053e-4480-ac75-37a6874af50f,81,Female,124912,24
574ccc4a-f0a1-4f46-986e-257dbb8be849,35,Male,84210,53
5ee59227-16af-4127-a51d-8981576f48ab,37,Male,134784,6
5de60d87-18b1-4886-993a-966b6e185657,71,Male,185966,6
16226691-d6ba-4b9e-b192-e96299023f4e,50,Male,140875,83
ce99e2e8-23fc-49ba-9e2b-a6f26706718e,65,Male,177020,100
cfe84106-02eb-4f9f-b161-789528948f7a,83,Male,151188,88
2af8b09c-99e5-4f97-b538-cd687a385120,39,Female,33191,2
21c59500-d439-4bd9-84f6-06b8767ac948,32,Female,163264,64
5cda82c4-cf88-4949-a8b2-0412fdc67680,26,Male,40345,23
9db67b3e-286c-4fdd-8a94-53f5a0968f86,24,Male,184070,21
1e506e9c-75b3-461d-b7b1-b149e9a21511,65,Female,44776,36
5cc59727-7005-46f6-928a-1764d0f6032d,36,Female,119502,52
6fc3660d-23f5-4a54-a8df-e146387a73f2,41,Female,113729,54
493bf3e8-4f51-4842-823f-a2d668293c11,83,Female,194008,55
175f200e-4faa-4287-96d5-71a85f4884e1,61,Female,60084,36
37ff2828-b196-493e-abe5-885e907f3b7f,84,Female,144269,1
94b3153f-cc9d-4a55-8a2e-742a6555c537,33,Female,109638,49
fe2f4101-90dc-4df1-b9dd-14d553d1e389,89,Female,88161,50
644db267-9082-4c42-b02d-fad5bf30d735,35,Female,182663,68
5bd39ccd-30fc-4598-818a-770632bb7729,89,Female,91139,59
29ca88b2-fc25-4417-93f4-823d9d8ac2dc,40,Male,180570,23
8640e224-9096-4a13-a32e-662b3d1504c1,69,Female,57994,35
2f971837-3a6e-4928-8a41-d0d8b4b87af8,88,Female,172761,69
0dbead2b-6caa-4e05-b2de-e5f81b373a4a,34,Female,38774,84
1a1b53ef-065d-4333-930a-760ee0908394,88,Male,80079,9
4afae204-64df-458a-970e-9fb503bd5b00,61,Female,23888,59
4e3f3a44-cfcf-4c9c-b93d-9b00d654880d,60,Female,189867,98
9033d3aa-ff53-4145-b47a-750c07f58dee,78,Female,23342,91
b35f3089-a257-45eb-ae52-c78e2c266374,35,Female,76836,29
206ad996-8643-4336-a3f1-6891e7cd470d,53,Male,170065,28
880df93e-6bc1-42bd-bd6a-e2b8d499b710,33,Male,99420,64
a2c7ef2d-cecc-4a3f-b2ac-6ebf6595ad62,86,Male,174987,71
896b6076-0e1c-40d4-aab7-336a4592610c,90,Female,117976,85
2392d7fa-9489-42aa-b50b-36f66ee9b423,84,Male,74475,54
2f4cb703-e5c1-48f3-9a89-3615b31e20f1,54,Female,103099,49
bb047494-340f-4cb0-b88f-e4c8148eb2ae,20,Male,188784,21
7235955d-eca0-4fd9-861a-7042691e3d5e,86,Female,28187,37
836d7eca-db4b-4c3c-8d6a-a771b070551a,73,Female,145465,54
45d9a060-39e1-4b67-8189-8dbba0d91767,35,Female,120472,94
d11ba8ac-69f6-4fb2-bc56-abb52d4966fc,88,Female,37300,4
ad5f7b6f-aef3-4867-87e1-f862a6519ce3,54,Female,113062,65
12da3593-4e95-4272-9553-1fc6e36e47cc,19,Male,150107,61
7c10963a-9c61-4f57-b314-e147b63d70e8,84,Male,22452,48
a2257473-45d0-42f6-9207-cbdcfb76515a,60,Female,42834,32
ea98c611-5bb3-4855-b79e-04be0cd0f179,39,Female,81494,66
80149259-8ffe-43f2-9016-ad52dc3e5443,85,Female,59981,38
113e23b5-5cae-4357-8b9d-776c81842ae6,60,Female,91707,89
24c83f90-919a-4b1d-9a89-d9a09b167951,85,Male,31207,51
31b0ef92-f4dc-4bfd-bb88-fc8ba17d15b3,82,Female,160112,44
d44d49f5-41d5-4588-b27f-0fed752e5a8e,44,Male,199826,4
a51e2948-955c-4f67-9a32-a22dd3e3798f,48,Male,124952,1
29b970a5-f3b9-4adc-a32c-4e6c47292284,21,Female,42522,48
42661bdc-2936-4e2c-827c-44abf525d1ed,87,Male,54581,94
45d48162-ec3e-49aa-a8fb-bd41df8f113b,41,Male,68045,37
705ace34-543a-4cdb-956b-c06f6eb33a4d,52,Female,141101,30
a465c323-1e47-44d1-a869-a105745034b2,76,Female,74629,27
9c3be039-ea90-42a6-87c5-7175356cf8aa,72,Female,70373,4
bf9aa1fc-9517-4cd5-8f27-ff4978267df4,67,Male,22820,19
5e562023-f971-41bf-a7e3-a82bf894155b,32,Female,83620,77
82737042-63a8-49f4-b8d9-338cfef4dd03,71,Female,96598,33
b14041ef-0432-438e-8737-e30c31b391af,38,Male,55259,53
b9b58bf2-a4ca-4254-b61e-1db5d7adc35b,57,Female,26527,59
7f57a91c-2edc-4f2c-ad13-835eeab36336,80,Male,152277,50
a2510f77-4414-4a52-9632-3e6ecd05165b,60,Male,150622,51
4cb3f773-9193-401a-b091-4f4eccc0d7c2,53,Male,177668,26
6614b886-287a-4a0e-b48c-82d49f977d97,84,Female,138972,90
08568a01-b6c5-47b7-a64b-81822fc84c88,26,Male,52463,75
8f9a7106-5e73-4627-98af-f49939ed8b15,34,Female,139068,63
ce649a2a-76c4-49c2-bb2a-6c1c5d475264,67,Female,193657,23
b487d49f-6321-4873-9b5a-4fa413f01e0f,31,Female,154450,38
3cc5c19d-687c-4698-be67-dd74ebd83432,81,Female,116964,89
ad11524c-2b5b-450f-bfeb-8937c257649a,67,Male,122895,41
2f092cee-3d08-489f-921e-1dfaa81ba6b8,32,Female,176367,2
c17d862a-d452-483e-98db-abebf2a59c4d,32,Female,118656,21
1e92ab44-1bba-41fc-a777-d52c72924ed2,81,Male,68370,93
7ac29936-0673-49c8-b7d5-b760ca75cee0,77,Male,105926,7
746683ed-cdeb-427b-89ad-5c61f76e5b44,27,Female,124703,17
5ace7e9f-f02d-4c07-b0cc-ba3ff524565d,59,Female,147027,49
8149aac3-bc36-438a-ab77-4a7b6583633f,37,Female,110855,1
20e9a636-f643-4017-8a0d-3ce805d7b7c1,47,Male,70702,66
86cc129e-2e37-4d6f-886d-76030c177dfe,28,Male,82523,10
e98c5f4a-b9a8-45bd-8482-44fbc183dc1b,63,Male,42330,88
da000695-9784-4a92-af48-5d689ee890e9,18,Male,178560,90
39a12692-e72f-4a0f-bd56-7cb781f7b6d7,55,Male,129907,39
3b514d1a-485b-4fce-83bd-b9a58dceb229,46,Female,134580,1
a42124cc-e365-4043-a41f-213589b4e7be,72,Female,107376,38
a3dd05ac-dd9c-401e-9831-f831c85c67e8,78,Female,125187,95
9d9766aa-f74f-40dc-8f57-8725faea0047,62,Male,186372,61
c60bd59f-b270-4f04-aa4c-89ee267dba18,60,Female,127462,31
9807af68-f1f5-4a80-94ff-aacafee303dd,76,Female,74630,37
da1e6e16-b189-46cc-ba61-91f6ee561561,32,Male,95027,5
d4d2ae0f-ed77-46e1-8647-21bdce205458,77,Female,126515,52
1b8ce4c9-6432-40c5-8ced-0e788b54d930,56,Male,166446,89
98b624bf-578f-4bf0-ab23-16a1e052919a,64,Male,158708,2
a3b537d5-a1ac-4d91-814d-2a7fec102c81,67,Female,120643,87
5b5ce678-7380-4394-9026-2de0f63d5968,52,Male,57458,35
9afc5697-6b05-44ce-b69c-a9c72a475173,58,Female,29260,83
bd02bf04-5336-4472-8b51-195741474110,50,Male,190730,46
fe29db65-654a-4b03-9ded-647b04b23e31,54,Female,184263,13
01dd3ddf-f994-4b83-81a5-67fff8ea7c0f,23,Male,142365,37
864add3b-a2df-41ae-8ecf-3df893ff3820,59,Male,193543,47
67daafbe-c602-46ef-b49c-7d09fa737824,22,Female,129465,92
0676e9d4-fa17-4af6-aae4-eaf61853e288,77,Male,65179,75
9e2d5902-4743-49f8-a999-80179e122ef5,53,Male,30343,26
bdec8ee7-d49b-4dcd-9312-23e4c7acb6ab,46,Female,38876,73
13b200fb-a8b3-4861-bc81-93ac906b37fd,57,Male,135290,39
e96f6f63-f71a-4f4c-8125-e53652a1b58d,76,Female,189305,39
223c155d-0063-4892-81a1-6aee11bf3fb7,34,Male,151112,35
90d41402-9e50-4d94-9246-af60acb95a43,89,Male,66323,86
9170cf78-906a-4425-a8c0-8c9a6daa9274,34,Female,174069,15
ceb6a4b1-925b-4040-a8bd-51c46be91270,64,Male,76655,16
b0770f6c-a81a-42e3-b2d9-042406b6b39a,24,Male,143372,25
e56ba8a7-3424-4934-840f-ba04aa52cc7f,55,Female,111764,18
bd90e06c-db1c-46e1-b016-1acaea80ba60,84,Male,142286,39
b41d027d-48c8-4d1a-8de3-0e3a57b4e818,72,Female,148326,95
052c0bb0-b259-4fac-b090-66822627962f,53,Female,101061,61
ad8f1ca2-54b0-4070-a333-2fd5bf63c578,85,Male,161924,26
bd644298-e43d-475f-98f6-67b03dc136a4,85,Female,173245,84
be7031c3-7d61-4ff6-af8e-4a34db857585,45,Male,196725,19
13e2e441-4002-4f31-8e01-a563a52e0f1d,43,Female,20953,32
e57fdcaf-1394-46f9-9eb0-fb3ef7aa6fdb,86,Female,109022,29
1508894c-0fec-448d-b4fd-42995713fc5f,19,Female,129516,21
978f4588-019e-446a-90ad-5e8d166b0a73,45,Female,164003,51
cd5c4d4a-e09c-47b8-8a86-ad7bf33ffcdc,36,Female,27840,36
af312505-503a-4a21-b6ed-6f05935e3fae,51,Female,145171,71
d7a8d545-2907-46c8-84d7-fa841cf3f15c,38,Male,26427,39
232e7d0e-a8ac-484f-a7d9-977cdf8ad90a,27,Male,56203,32
58ac92aa-cfd0-4cad-8678-a4b83664f302,19,Male,82173,10
0399d445-cd05-4669-9fc1-c1e15d1dae0e,81,Male,54017,17
253c1e99-a1f2-4a08-abfd-23886f6fd829,72,Male,54956,2
961ce28c-1daf-4da0-80b8-2efd964311ec,78,Male,186007,97
f17fbb93-945a-4d78-b6d9-d5e74f766f9d,53,Male,160578,6
bb5c5d99-e2d3-4767-8d83-2c81a991a0c3,83,Female,178348,29
ae72e9c8-0e7c-487f-838c-6249adecaf9a,77,Female,169719,55
9ebb7634-543e-48e6-b54f-60a6f1e443da,54,Female,165825,98
3787f7ba-d2be-40b9-aecf-17eacd3dcb50,42,Male,193045,89
a0e67ffe-bdf9-4f19-9c1e-8b1fa3b1d509,70,Male,78287,3
5a70b81e-ce1c-4a1f-9261-189df19aad74,29,Female,118684,34
3b1f7add-30fb-4a26-860f-35ccd355a0de,88,Male,116405,39
6f33b4ee-3229-4142-ba94-7bfad1ca0148,37,Male,121849,4
5a1ea26f-eb79-45aa-9f7c-8de30082eae2,22,Female,143719,41
ccf68e64-dd0a-42c8-af5a-b9c63279585c,21,Female,101576,83
b9b12e25-242a-4348-98f2-573f986a933c,36,Female,26334,57
86020c4a-69f2-437a-b5a6-e6ac368e4637,50,Male,157555,17
a78e4455-ac5e-4661-a51b-08e7a98c21ab,53,Male,74738,55
a19318d0-9239-4cd2-aa2c-db80298d3a6e,70,Male,129521,31
2265a1ff-39a5-4a9d-b1a1-4ed26bfc4e96,38,Female,137145,59
a89bd9bc-80df-43cd-8304-aee824e2f8cb,58,Male,38318,60
3e8bb550-47cd-4528-8aa5-3b27ff02073e,48,Female,91467,69
6682df3d-1ef3-4e04-8937-4ab41077733b,51,Female,45879,15
26949bbb-adee-4a4a-b3cd-4058d5d3d261,27,Male,52391,41
1915a8a0-d820-4500-89f8-c07f1779c57c,33,Female,119850,56
75bd7ea9-ad1d-4890-90f5-4ea85288a6f4,76,Female,170078,6
c31c7f85-2eac-42de-8cf7-2cc98cb185b9,79,Male,117332,26
a61dbcfd-b5ac-4490-a6c2-08ef6cd332c9,52,Female,174466,55
60ffb19f-7110-47bc-993c-1739aeb1d231,85,Female,101361,96
14deeb50-9d65-427d-babd-137e86ccdb5f,18,Male,98304,58
1adee7ee-0f65-483f-959e-0a719b870400,41,Female,144752,78
c8864ef3-b849-4dec-9600-953a882fe63e,82,Female,24320,23
38520282-8c74-4bd1-b64b-ffb002dce3fb,54,Male,106714,20
470474a7-c418-46a8-a984-43abeb281407,22,Male,194907,76
09145ff5-8f35-462f-8efa-80ce480c734c,75,Male,85799,96
3751f31a-9dac-46ed-afbd-b99c326cd984,71,Male,63982,75
97e26698-f92c-4cc2-b2fe-09d7d46077ac,41,Female,87073,25
c33a5ab2-6085-438a-9d62-a70eafa8beba,90,Female,140436,10
39edec99-c6c9-4b6c-bf07-9ea2aa10eddd,21,Female,90740,56
